CASE,HFO,LSFO,LNG,HFOLNG,Persian Gulf(LNG),Persian Gulf(method),Japan(LNG),Japan(method),Singapore(LNG),Singapore(method),Valid,Explanation
11733,15,0,0,5,1,Ship to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
11734,15,0,0,5,1,Ship to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
11735,15,0,0,5,1,Ship to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
11736,15,0,0,5,1,Ship to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
11737,15,0,0,5,1,Ship to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
11738,15,0,0,5,1,Ship to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
11739,15,0,0,5,1,Ship to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
11740,15,0,0,5,1,Ship to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
11741,15,0,0,5,1,Ship to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
11742,15,0,0,5,1,Ship to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
11743,15,0,0,5,1,Ship to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
11744,15,0,0,5,1,Ship to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
11745,15,0,0,5,1,Ship to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
11746,15,0,0,5,1,Ship to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
11747,15,0,0,5,1,Ship to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
11748,15,0,0,5,1,Ship to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
11749,15,0,0,5,1,Ship to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
11750,15,0,0,5,1,Ship to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
11751,15,0,0,5,1,Ship to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
11752,15,0,0,5,1,Ship to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
11753,15,0,0,5,1,Ship to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
11754,15,0,0,5,1,Ship to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
11755,15,0,0,5,1,Ship to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
11756,15,0,0,5,1,Ship to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
11757,15,0,0,5,1,Ship to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
11758,15,0,0,5,1,Ship to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
11759,15,0,0,5,1,Ship to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
11760,15,0,0,5,1,Ship to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
11761,15,0,0,5,1,Ship to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
11762,15,0,0,5,1,Ship to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
11763,15,0,0,5,1,Ship to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
11764,15,0,0,5,1,Ship to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
11765,15,0,0,5,1,Ship to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
11766,15,0,0,5,1,Ship to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
11767,15,0,0,5,1,Ship to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
11768,15,0,0,5,1,Ship to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
11769,15,0,0,5,1,Ship to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
11770,15,0,0,5,1,Shore to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
11771,15,0,0,5,1,Shore to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
11772,15,0,0,5,1,Shore to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
11773,15,0,0,5,1,Shore to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
11774,15,0,0,5,1,Shore to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
11775,15,0,0,5,1,Shore to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
11776,15,0,0,5,1,Shore to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
11777,15,0,0,5,1,Shore to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
11778,15,0,0,5,1,Shore to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
11779,15,0,0,5,1,Shore to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
11780,15,0,0,5,1,Shore to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
11781,15,0,0,5,1,Shore to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
11782,15,0,0,5,1,Shore to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
11783,15,0,0,5,1,Shore to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
11784,15,0,0,5,1,Shore to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
11785,15,0,0,5,1,Shore to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
11786,15,0,0,5,1,Shore to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
11787,15,0,0,5,1,Shore to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
11788,15,0,0,5,1,Shore to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
11789,15,0,0,5,1,Shore to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
11790,15,0,0,5,1,Shore to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
11791,15,0,0,5,1,Shore to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
11792,15,0,0,5,1,Shore to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
11793,15,0,0,5,1,Shore to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
11794,15,0,0,5,1,Shore to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
11795,15,0,0,5,1,Shore to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
11796,15,0,0,5,1,Shore to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
11797,15,0,0,5,1,Shore to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
11798,15,0,0,5,1,Shore to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
11799,15,0,0,5,1,Shore to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
11800,15,0,0,5,1,Shore to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
11801,15,0,0,5,1,Shore to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
11802,15,0,0,5,1,Shore to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
11803,15,0,0,5,1,Shore to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
11804,15,0,0,5,1,Shore to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
11805,15,0,0,5,1,Shore to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
11806,15,0,0,5,1,Shore to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
11807,15,0,0,5,1,Shore to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
11808,15,0,0,5,1,Shore to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
11809,15,0,0,5,1,Shore to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
11810,15,0,0,5,1,Shore to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
11811,15,0,0,5,1,Shore to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
11812,15,0,0,5,1,Shore to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
11813,15,0,0,5,1,Shore to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
11814,15,0,0,5,1,Shore to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
11815,15,0,0,5,1,Shore to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
11816,15,0,0,5,1,Shore to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
11817,15,0,0,5,1,Shore to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
11818,15,0,0,5,1,Shore to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
11819,15,0,0,5,1,Shore to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
11820,15,0,0,5,1,Shore to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
11821,15,0,0,5,1,Shore to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
11822,15,0,0,5,1,Shore to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
11823,15,0,0,5,1,Shore to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
11824,15,0,0,5,1,Shore to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
11825,15,0,0,5,1,Shore to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
11826,15,0,0,5,1,Shore to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
11827,15,0,0,5,1,Shore to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
11828,15,0,0,5,1,Shore to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
11829,15,0,0,5,1,Shore to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
11830,15,0,0,5,3,Truck to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
11831,15,0,0,5,3,Truck to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
11832,15,0,0,5,3,Truck to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
11833,15,0,0,5,3,Truck to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
11834,15,0,0,5,3,Truck to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
11835,15,0,0,5,3,Truck to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
11836,15,0,0,5,3,Truck to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
11837,15,0,0,5,3,Truck to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
11838,15,0,0,5,3,Truck to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
11839,15,0,0,5,3,Truck to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
11840,15,0,0,5,3,Truck to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
11841,15,0,0,5,3,Truck to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
11842,15,0,0,5,3,Truck to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
11843,15,0,0,5,3,Truck to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
11844,15,0,0,5,3,Truck to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
11845,15,0,0,5,3,Truck to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
11846,15,0,0,5,3,Truck to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
11847,15,0,0,5,3,Truck to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
11848,15,0,0,5,3,Truck to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
11849,15,0,0,5,3,Truck to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
11850,15,0,0,5,3,Truck to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
11851,15,0,0,5,3,Truck to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
11852,15,0,0,5,3,Truck to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
11853,15,0,0,5,3,Truck to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
11854,15,0,0,5,3,Truck to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
11855,15,0,0,5,3,Truck to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
11856,15,0,0,5,3,Truck to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
11857,15,0,0,5,3,Truck to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
11858,15,0,0,5,3,Truck to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
11859,15,0,0,5,3,Truck to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
11860,15,0,0,5,3,Truck to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
11861,15,0,0,5,3,Truck to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
11862,15,0,0,5,3,Truck to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
11863,15,0,0,5,3,Truck to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
11864,15,0,0,5,3,Truck to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
11865,15,0,0,5,3,Truck to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
11866,15,0,0,5,3,Truck to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
11867,15,0,0,5,3,Truck to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
11868,15,0,0,5,3,Truck to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
11869,15,0,0,5,3,Truck to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
11870,15,0,0,5,3,Truck to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
11871,15,0,0,5,3,Truck to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
11872,15,0,0,5,3,Truck to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
11873,15,0,0,5,3,Truck to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
11874,15,0,0,5,3,Truck to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
11875,15,0,0,5,3,Truck to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
11876,15,0,0,5,3,Truck to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
11877,15,0,0,5,3,Truck to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
11878,15,0,0,5,3,Truck to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
11879,15,0,0,5,3,Truck to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
11880,15,0,0,5,3,Truck to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
11881,15,0,0,5,3,Truck to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
11882,15,0,0,5,3,Truck to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
11883,15,0,0,5,3,Truck to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
11884,15,0,0,5,3,Truck to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
11885,15,0,0,5,3,Truck to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
11886,15,0,0,5,3,Truck to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
11887,15,0,0,5,3,Truck to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
11888,15,0,0,5,3,Truck to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
11889,15,0,0,5,3,Truck to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
11890,15,0,0,5,3,Ship to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
11891,15,0,0,5,3,Ship to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
11892,15,0,0,5,3,Ship to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
11893,15,0,0,5,3,Ship to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
11894,15,0,0,5,3,Ship to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
11895,15,0,0,5,3,Ship to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
11896,15,0,0,5,3,Ship to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
11897,15,0,0,5,3,Ship to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
11898,15,0,0,5,3,Ship to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
11899,15,0,0,5,3,Ship to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
11900,15,0,0,5,3,Ship to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
11901,15,0,0,5,3,Ship to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
11902,15,0,0,5,3,Ship to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
11903,15,0,0,5,3,Ship to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
11904,15,0,0,5,3,Ship to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
11905,15,0,0,5,3,Ship to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
11906,15,0,0,5,3,Ship to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
11907,15,0,0,5,3,Ship to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
11908,15,0,0,5,3,Ship to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
11909,15,0,0,5,3,Ship to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
11910,15,0,0,5,3,Ship to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
11911,15,0,0,5,3,Ship to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
11912,15,0,0,5,3,Ship to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
11913,15,0,0,5,3,Ship to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
11914,15,0,0,5,3,Ship to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
11915,15,0,0,5,3,Ship to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
11916,15,0,0,5,3,Ship to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
11917,15,0,0,5,3,Ship to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
11918,15,0,0,5,3,Ship to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
11919,15,0,0,5,3,Ship to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
11920,15,0,0,5,3,Ship to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
11921,15,0,0,5,3,Ship to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
11922,15,0,0,5,3,Ship to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
11923,15,0,0,5,3,Ship to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
11924,15,0,0,5,3,Ship to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
11925,15,0,0,5,3,Ship to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
11926,15,0,0,5,3,Ship to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
11927,15,0,0,5,3,Ship to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
11928,15,0,0,5,3,Ship to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
11929,15,0,0,5,3,Ship to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
11930,15,0,0,5,3,Ship to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
11931,15,0,0,5,3,Ship to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
11932,15,0,0,5,3,Ship to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
11933,15,0,0,5,3,Ship to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
11934,15,0,0,5,3,Ship to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
11935,15,0,0,5,3,Ship to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
11936,15,0,0,5,3,Ship to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
11937,15,0,0,5,3,Ship to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
11938,15,0,0,5,3,Ship to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
11939,15,0,0,5,3,Ship to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
11940,15,0,0,5,3,Ship to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
11941,15,0,0,5,3,Ship to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
11942,15,0,0,5,3,Ship to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
11943,15,0,0,5,3,Ship to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
11944,15,0,0,5,3,Ship to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
11945,15,0,0,5,3,Ship to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
11946,15,0,0,5,3,Ship to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
11947,15,0,0,5,3,Ship to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
11948,15,0,0,5,3,Ship to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
11949,15,0,0,5,3,Ship to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
11950,15,0,0,5,3,Shore to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
11951,15,0,0,5,3,Shore to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
11952,15,0,0,5,3,Shore to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
11953,15,0,0,5,3,Shore to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
11954,15,0,0,5,3,Shore to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
11955,15,0,0,5,3,Shore to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
11956,15,0,0,5,3,Shore to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
11957,15,0,0,5,3,Shore to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
11958,15,0,0,5,3,Shore to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
11959,15,0,0,5,3,Shore to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
11960,15,0,0,5,3,Shore to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
11961,15,0,0,5,3,Shore to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
11962,15,0,0,5,3,Shore to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
11963,15,0,0,5,3,Shore to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
11964,15,0,0,5,3,Shore to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
11965,15,0,0,5,3,Shore to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
11966,15,0,0,5,3,Shore to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
11967,15,0,0,5,3,Shore to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
11968,15,0,0,5,3,Shore to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
11969,15,0,0,5,3,Shore to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
11970,15,0,0,5,3,Shore to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
11971,15,0,0,5,3,Shore to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
11972,15,0,0,5,3,Shore to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
11973,15,0,0,5,3,Shore to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
11974,15,0,0,5,3,Shore to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
11975,15,0,0,5,3,Shore to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
11976,15,0,0,5,3,Shore to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
11977,15,0,0,5,3,Shore to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
11978,15,0,0,5,3,Shore to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
11979,15,0,0,5,3,Shore to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
11980,15,0,0,5,3,Shore to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
11981,15,0,0,5,3,Shore to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
11982,15,0,0,5,3,Shore to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
11983,15,0,0,5,3,Shore to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
11984,15,0,0,5,3,Shore to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
11985,15,0,0,5,3,Shore to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
11986,15,0,0,5,3,Shore to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
11987,15,0,0,5,3,Shore to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
11988,15,0,0,5,3,Shore to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
11989,15,0,0,5,3,Shore to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
11990,15,0,0,5,3,Shore to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
11991,15,0,0,5,3,Shore to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
11992,15,0,0,5,3,Shore to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
11993,15,0,0,5,3,Shore to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
11994,15,0,0,5,3,Shore to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
11995,15,0,0,5,3,Shore to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
11996,15,0,0,5,3,Shore to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
11997,15,0,0,5,3,Shore to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
11998,15,0,0,5,3,Shore to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
11999,15,0,0,5,3,Shore to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
12000,15,0,0,5,3,Shore to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
12001,15,0,0,5,3,Shore to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
12002,15,0,0,5,3,Shore to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
12003,15,0,0,5,3,Shore to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
12004,15,0,0,5,3,Shore to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
12005,15,0,0,5,3,Shore to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
12006,15,0,0,5,3,Shore to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
12007,15,0,0,5,3,Shore to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
12008,15,0,0,5,3,Shore to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
12009,15,0,0,5,3,Shore to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
12010,15,0,5,0,0,Truck to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
12011,15,0,5,0,0,Truck to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
12012,15,0,5,0,0,Truck to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
12013,15,0,5,0,0,Truck to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
12014,15,0,5,0,0,Truck to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
12015,15,0,5,0,0,Truck to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
12016,15,0,5,0,0,Truck to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
12017,15,0,5,0,0,Truck to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
12018,15,0,5,0,0,Truck to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
12019,15,0,5,0,0,Truck to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
12020,15,0,5,0,0,Truck to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
12021,15,0,5,0,0,Truck to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
12022,15,0,5,0,0,Truck to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
12023,15,0,5,0,0,Truck to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
12024,15,0,5,0,0,Truck to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
12025,15,0,5,0,0,Truck to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
12026,15,0,5,0,0,Truck to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
12027,15,0,5,0,0,Truck to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
12028,15,0,5,0,0,Truck to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
